source:,"Table 32-10-0117-01  Production, disposition and farm value of poultry meat (x 1,000)",,,,,,,,,,,,,,,
REF_DATE,GEO,DGUID,Production and disposition,Commodity,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2003,Quebec,2016A000224,Home consumption,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434384,6.2.3.3,108,,,,0
2003,Quebec,2016A000224,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60577,6.2.1.1,25,,,,0
2003,Quebec,2016A000224,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60608,6.2.1.2,62,,,,0
2003,Quebec,2016A000224,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60639,6.2.1.3,95,,,,0
2003,Quebec,2016A000224,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60760,6.2.2.1,1,,,,0
2003,Quebec,2016A000224,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60788,6.2.2.2,7,,,,0
2003,Quebec,2016A000224,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60816,6.2.2.3,13,,,,0
2003,Quebec,2016A000224,Sold,Total poultry,Birds,Birds,37,thousands,3,v29434385,6.3.3.1,168072,,,,0
2003,Quebec,2016A000224,Sold,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434386,6.3.3.2,294128,,,,0
2003,Quebec,2016A000224,Sold,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434387,6.3.3.3,478295,,,,0
2003,Quebec,2016A000224,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60578,6.3.1.1,163775,,,,0
2003,Quebec,2016A000224,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60609,6.3.1.2,263127,,,,0
2003,Quebec,2016A000224,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60640,6.3.1.3,423007,,,,0
2003,Quebec,2016A000224,Sold,Turkey,Birds,Birds,37,thousands,3,v60761,6.3.2.1,4297,,,,0
2003,Quebec,2016A000224,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60789,6.3.2.2,31002,,,,0
2003,Quebec,2016A000224,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60817,6.3.2.3,55287,,,,0
2003,Quebec,2016A000224,Disposition,Total poultry,Birds,Birds,37,thousands,3,v29434376,6.4.3.1,168099,,,,0
2003,Quebec,2016A000224,Disposition,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434377,6.4.3.2,294197,,,,0
2003,Quebec,2016A000224,Disposition,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434378,6.4.3.3,478403,,,,0
2003,Quebec,2016A000224,Disposition,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v29434370,6.4.1.1,163801,,,,0
2003,Quebec,2016A000224,Disposition,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v29434371,6.4.1.2,263189,,,,0
2003,Quebec,2016A000224,Disposition,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v29434372,6.4.1.3,423102,,,,0
2003,Quebec,2016A000224,Disposition,Turkey,Birds,Birds,37,thousands,3,v29434373,6.4.2.1,4298,,,,0
2003,Quebec,2016A000224,Disposition,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v29434374,6.4.2.2,31009,,,,0
2003,Quebec,2016A000224,Disposition,Turkey,Value (dollars),Dollars,81,thousands,3,v29434375,6.4.2.3,55301,,,,0
2003,Ontario,2016A000235,"Production, total",Total poultry,Birds,Birds,37,thousands,3,v29434397,7.1.3.1,205731,,,,0
2003,Ontario,2016A000235,"Production, total",Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434398,7.1.3.2,382274,,,,0
2003,Ontario,2016A000235,"Production, total",Total poultry,Value (dollars),Dollars,81,thousands,3,v29434399,7.1.3.3,615449,,,,0
2003,Ontario,2016A000235,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60579,7.1.1.1,197325,,,,0
2003,Ontario,2016A000235,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60610,7.1.1.2,314721,,,,0
2003,Ontario,2016A000235,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60641,7.1.1.3,496934,,,,0
2003,Ontario,2016A000235,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60762,7.1.2.1,8406,,,,0
2003,Ontario,2016A000235,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60790,7.1.2.2,67553,,,,0
2003,Ontario,2016A000235,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60818,7.1.2.3,118515,,,,0
2003,Ontario,2016A000235,Home consumption,Total poultry,Birds,Birds,37,thousands,3,v29434400,7.2.3.1,100,,,,0
2003,Ontario,2016A000235,Home consumption,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434401,7.2.3.2,231,,,,0
2003,Ontario,2016A000235,Home consumption,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434402,7.2.3.3,332,,,,0
2003,Ontario,2016A000235,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60580,7.2.1.1,97,,,,0
2003,Ontario,2016A000235,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60611,7.2.1.2,207,,,,0
2003,Ontario,2016A000235,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60642,7.2.1.3,290,,,,0
2003,Ontario,2016A000235,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60763,7.2.2.1,3,,,,0
2003,Ontario,2016A000235,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60791,7.2.2.2,24,,,,0
2003,Ontario,2016A000235,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60819,7.2.2.3,42,,,,0
2003,Ontario,2016A000235,Sold,Total poultry,Birds,Birds,37,thousands,3,v29434403,7.3.3.1,205631,,,,0
2003,Ontario,2016A000235,Sold,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434404,7.3.3.2,382043,,,,0
2003,Ontario,2016A000235,Sold,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434405,7.3.3.3,615117,,,,0
2003,Ontario,2016A000235,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60581,7.3.1.1,197228,,,,0
2003,Ontario,2016A000235,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60612,7.3.1.2,314514,,,,0
2003,Ontario,2016A000235,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60643,7.3.1.3,496643,,,,0
2003,Ontario,2016A000235,Sold,Turkey,Birds,Birds,37,thousands,3,v60764,7.3.2.1,8403,,,,0
2003,Ontario,2016A000235,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60792,7.3.2.2,67529,,,,0
2003,Ontario,2016A000235,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60820,7.3.2.3,118474,,,,0
2003,Ontario,2016A000235,Disposition,Total poultry,Birds,Birds,37,thousands,3,v29434394,7.4.3.1,205731,,,,0
2003,Ontario,2016A000235,Disposition,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434395,7.4.3.2,382274,,,,0
2003,Ontario,2016A000235,Disposition,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434396,7.4.3.3,615449,,,,0
2003,Ontario,2016A000235,Disposition,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v29434388,7.4.1.1,197325,,,,0
2003,Ontario,2016A000235,Disposition,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v29434389,7.4.1.2,314721,,,,0
2003,Ontario,2016A000235,Disposition,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v29434390,7.4.1.3,496934,,,,0
2003,Ontario,2016A000235,Disposition,Turkey,Birds,Birds,37,thousands,3,v29434391,7.4.2.1,8406,,,,0
2003,Ontario,2016A000235,Disposition,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v29434392,7.4.2.2,67553,,,,0
2003,Ontario,2016A000235,Disposition,Turkey,Value (dollars),Dollars,81,thousands,3,v29434393,7.4.2.3,118515,,,,0
2003,Manitoba,2016A000246,"Production, total",Total poultry,Birds,Birds,37,thousands,3,v29434415,8.1.3.1,29248,,,,0
2003,Manitoba,2016A000246,"Production, total",Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434416,8.1.3.2,50865,,,,0
2003,Manitoba,2016A000246,"Production, total",Total poultry,Value (dollars),Dollars,81,thousands,3,v29434417,8.1.3.3,82342,,,,0
2003,Manitoba,2016A000246,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60582,8.1.1.1,27768,,,,0
2003,Manitoba,2016A000246,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60613,8.1.1.2,40433,,,,0
2003,Manitoba,2016A000246,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60644,8.1.1.3,64132,,,,0
2003,Manitoba,2016A000246,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60765,8.1.2.1,1481,,,,0
2003,Manitoba,2016A000246,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60793,8.1.2.2,10432,,,,0
2003,Manitoba,2016A000246,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60821,8.1.2.3,18209,,,,0
2003,Manitoba,2016A000246,Home consumption,Total poultry,Birds,Birds,37,thousands,3,v29434418,8.2.3.1,46,,,,0
2003,Manitoba,2016A000246,Home consumption,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434419,8.2.3.2,131,,,,0
2003,Manitoba,2016A000246,Home consumption,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434420,8.2.3.3,193,,,,0
2003,Manitoba,2016A000246,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60583,8.2.1.1,44,,,,0
2003,Manitoba,2016A000246,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60614,8.2.1.2,118,,,,0
2003,Manitoba,2016A000246,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60645,8.2.1.3,170,,,,0
2003,Manitoba,2016A000246,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60766,8.2.2.1,2,,,,0
2003,Manitoba,2016A000246,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60794,8.2.2.2,13,,,,0
2003,Manitoba,2016A000246,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60822,8.2.2.3,23,,,,0
2003,Manitoba,2016A000246,Sold,Total poultry,Birds,Birds,37,thousands,3,v29434421,8.3.3.1,29202,,,,0
2003,Manitoba,2016A000246,Sold,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434422,8.3.3.2,50734,,,,0
2003,Manitoba,2016A000246,Sold,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434423,8.3.3.3,82149,,,,0
2003,Manitoba,2016A000246,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60584,8.3.1.1,27724,,,,0
2003,Manitoba,2016A000246,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60615,8.3.1.2,40315,,,,0
2003,Manitoba,2016A000246,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60646,8.3.1.3,63962,,,,0
2003,Manitoba,2016A000246,Sold,Turkey,Birds,Birds,37,thousands,3,v60767,8.3.2.1,1479,,,,0
2003,Manitoba,2016A000246,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60795,8.3.2.2,10419,,,,0
2003,Manitoba,2016A000246,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60823,8.3.2.3,18186,,,,0
2003,Manitoba,2016A000246,Disposition,Total poultry,Birds,Birds,37,thousands,3,v29434412,8.4.3.1,29248,,,,0
2003,Manitoba,2016A000246,Disposition,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434413,8.4.3.2,50865,,,,0
2003,Manitoba,2016A000246,Disposition,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434414,8.4.3.3,82342,,,,0
2003,Manitoba,2016A000246,Disposition,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v29434406,8.4.1.1,27768,,,,0
2003,Manitoba,2016A000246,Disposition,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v29434407,8.4.1.2,40433,,,,0
2003,Manitoba,2016A000246,Disposition,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v29434408,8.4.1.3,64132,,,,0
2003,Manitoba,2016A000246,Disposition,Turkey,Birds,Birds,37,thousands,3,v29434409,8.4.2.1,1481,,,,0
2003,Manitoba,2016A000246,Disposition,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v29434410,8.4.2.2,10432,,,,0
2003,Manitoba,2016A000246,Disposition,Turkey,Value (dollars),Dollars,81,thousands,3,v29434411,8.4.2.3,18209,,,,0
2003,Saskatchewan,2016A000247,"Production, total",Total poultry,Birds,Birds,37,thousands,3,v29434433,9.1.3.1,24100,,,,0
2003,Saskatchewan,2016A000247,"Production, total",Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434434,9.1.3.2,36414,,,,0
2003,Saskatchewan,2016A000247,"Production, total",Total poultry,Value (dollars),Dollars,81,thousands,3,v29434435,9.1.3.3,60299,,,,0
2003,Saskatchewan,2016A000247,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60585,9.1.1.1,23309,,,,0
2003,Saskatchewan,2016A000247,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60616,9.1.1.2,31228,,,,0
2003,Saskatchewan,2016A000247,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60647,9.1.1.3,50847,,,,0
2003,Saskatchewan,2016A000247,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60768,9.1.2.1,792,,,,0
2003,Saskatchewan,2016A000247,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60796,9.1.2.2,5186,,,,0
2003,Saskatchewan,2016A000247,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60824,9.1.2.3,9453,,,,0
2003,Saskatchewan,2016A000247,Home consumption,Total poultry,Birds,Birds,37,thousands,3,v29434436,9.2.3.1,52,,,,0
2003,Saskatchewan,2016A000247,Home consumption,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434437,9.2.3.2,142,,,,0
2003,Saskatchewan,2016A000247,Home consumption,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434438,9.2.3.3,213,,,,0
2003,Saskatchewan,2016A000247,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60586,9.2.1.1,47,,,,0
2003,Saskatchewan,2016A000247,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60617,9.2.1.2,115,,,,0
2003,Saskatchewan,2016A000247,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60648,9.2.1.3,165,,,,0
2003,Saskatchewan,2016A000247,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60769,9.2.2.1,4,,,,0
2003,Saskatchewan,2016A000247,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60797,9.2.2.2,27,,,,0
2003,Saskatchewan,2016A000247,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60825,9.2.2.3,49,,,,0
2003,Saskatchewan,2016A000247,Sold,Total poultry,Birds,Birds,37,thousands,3,v29434439,9.3.3.1,24049,,,,0
2003,Saskatchewan,2016A000247,Sold,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434440,9.3.3.2,36272,,,,0
2003,Saskatchewan,2016A000247,Sold,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434441,9.3.3.3,60086,,,,0
2003,Saskatchewan,2016A000247,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60587,9.3.1.1,23262,,,,0
2003,Saskatchewan,2016A000247,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60618,9.3.1.2,31113,,,,0
2003,Saskatchewan,2016A000247,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60649,9.3.1.3,50682,,,,0
2003,Saskatchewan,2016A000247,Sold,Turkey,Birds,Birds,37,thousands,3,v60770,9.3.2.1,787,,,,0
2003,Saskatchewan,2016A000247,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60798,9.3.2.2,5159,,,,0
2003,Saskatchewan,2016A000247,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60826,9.3.2.3,9404,,,,0
2003,Saskatchewan,2016A000247,Disposition,Total poultry,Birds,Birds,37,thousands,3,v29434430,9.4.3.1,24100,,,,0
2003,Saskatchewan,2016A000247,Disposition,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434431,9.4.3.2,36414,,,,0
2003,Saskatchewan,2016A000247,Disposition,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434432,9.4.3.3,60299,,,,0
2003,Saskatchewan,2016A000247,Disposition,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v29434424,9.4.1.1,23309,,,,0
2003,Saskatchewan,2016A000247,Disposition,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v29434425,9.4.1.2,31228,,,,0
2003,Saskatchewan,2016A000247,Disposition,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v29434426,9.4.1.3,50847,,,,0
2003,Saskatchewan,2016A000247,Disposition,Turkey,Birds,Birds,37,thousands,3,v29434427,9.4.2.1,792,,,,0
2003,Saskatchewan,2016A000247,Disposition,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v29434428,9.4.2.2,5186,,,,0
2003,Saskatchewan,2016A000247,Disposition,Turkey,Value (dollars),Dollars,81,thousands,3,v29434429,9.4.2.3,9453,,,,0
2003,Alberta,2016A000248,"Production, total",Total poultry,Birds,Birds,37,thousands,3,v29434451,10.1.3.1,54191,,,,0
2003,Alberta,2016A000248,"Production, total",Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434452,10.1.3.2,95906,,,,0
2003,Alberta,2016A000248,"Production, total",Total poultry,Value (dollars),Dollars,81,thousands,3,v29434453,10.1.3.3,149756,,,,0
2003,Alberta,2016A000248,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60588,10.1.1.1,52503,,,,0
2003,Alberta,2016A000248,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60619,10.1.1.2,82713,,,,0
2003,Alberta,2016A000248,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60650,10.1.1.3,125509,,,,0
2003,Alberta,2016A000248,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60771,10.1.2.1,1687,,,,0
2003,Alberta,2016A000248,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60799,10.1.2.2,13193,,,,0
2003,Alberta,2016A000248,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60827,10.1.2.3,24247,,,,0
2003,Alberta,2016A000248,Home consumption,Total poultry,Birds,Birds,37,thousands,3,v29434454,10.2.3.1,129,,,,0
2003,Alberta,2016A000248,Home consumption,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434455,10.2.3.2,298,,,,0
2003,Alberta,2016A000248,Home consumption,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434456,10.2.3.3,476,,,,0
2003,Alberta,2016A000248,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60589,10.2.1.1,124,,,,0
2003,Alberta,2016A000248,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60620,10.2.1.2,262,,,,0
2003,Alberta,2016A000248,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60651,10.2.1.3,410,,,,0
2003,Alberta,2016A000248,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60772,10.2.2.1,5,,,,0
2003,Alberta,2016A000248,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60800,10.2.2.2,36,,,,0
2003,Alberta,2016A000248,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60828,10.2.2.3,67,,,,0
2003,Alberta,2016A000248,Sold,Total poultry,Birds,Birds,37,thousands,3,v29434457,10.3.3.1,54062,,,,0
2003,Alberta,2016A000248,Sold,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434458,10.3.3.2,95608,,,,0
2003,Alberta,2016A000248,Sold,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434459,10.3.3.3,149279,,,,0
2003,Alberta,2016A000248,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60590,10.3.1.1,52379,,,,0
2003,Alberta,2016A000248,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60621,10.3.1.2,82451,,,,0
2003,Alberta,2016A000248,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60652,10.3.1.3,125099,,,,0
2003,Alberta,2016A000248,Sold,Turkey,Birds,Birds,37,thousands,3,v60773,10.3.2.1,1683,,,,0
2003,Alberta,2016A000248,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60801,10.3.2.2,13157,,,,0
2003,Alberta,2016A000248,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60829,10.3.2.3,24180,,,,0
2003,Alberta,2016A000248,Disposition,Total poultry,Birds,Birds,37,thousands,3,v29434448,10.4.3.1,54191,,,,0
2003,Alberta,2016A000248,Disposition,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434449,10.4.3.2,95906,,,,0
2003,Alberta,2016A000248,Disposition,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434450,10.4.3.3,149756,,,,0
2003,Alberta,2016A000248,Disposition,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v29434442,10.4.1.1,52503,,,,0
2003,Alberta,2016A000248,Disposition,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v29434443,10.4.1.2,82713,,,,0
2003,Alberta,2016A000248,Disposition,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v29434444,10.4.1.3,125509,,,,0
2003,Alberta,2016A000248,Disposition,Turkey,Birds,Birds,37,thousands,3,v29434445,10.4.2.1,1687,,,,0
2003,Alberta,2016A000248,Disposition,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v29434446,10.4.2.2,13193,,,,0
2003,Alberta,2016A000248,Disposition,Turkey,Value (dollars),Dollars,81,thousands,3,v29434447,10.4.2.3,24247,,,,0
2003,British Columbia,2016A000259,"Production, total",Total poultry,Birds,Birds,37,thousands,3,v29434469,11.1.3.1,104500,,,,0
2003,British Columbia,2016A000259,"Production, total",Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434470,11.1.3.2,166069,,,,0
2003,British Columbia,2016A000259,"Production, total",Total poultry,Value (dollars),Dollars,81,thousands,3,v29434471,11.1.3.3,273210,,,,0
2003,British Columbia,2016A000259,"Production, total",Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60591,11.1.1.1,102382,,,,0
2003,British Columbia,2016A000259,"Production, total",Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60622,11.1.1.2,150322,,,,0
2003,British Columbia,2016A000259,"Production, total",Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60653,11.1.1.3,246171,,,,0
2003,British Columbia,2016A000259,"Production, total",Turkey,Birds,Birds,37,thousands,3,v60774,11.1.2.1,2118,,,,0
2003,British Columbia,2016A000259,"Production, total",Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60802,11.1.2.2,15747,,,,0
2003,British Columbia,2016A000259,"Production, total",Turkey,Value (dollars),Dollars,81,thousands,3,v60830,11.1.2.3,27038,,,,0
2003,British Columbia,2016A000259,Home consumption,Total poultry,Birds,Birds,37,thousands,3,v29434472,11.2.3.1,47,,,,0
2003,British Columbia,2016A000259,Home consumption,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434473,11.2.3.2,117,,,,0
2003,British Columbia,2016A000259,Home consumption,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434474,11.2.3.3,171,,,,0
2003,British Columbia,2016A000259,Home consumption,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60592,11.2.1.1,45,,,,0
2003,British Columbia,2016A000259,Home consumption,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60623,11.2.1.2,107,,,,0
2003,British Columbia,2016A000259,Home consumption,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60654,11.2.1.3,153,,,,0
2003,British Columbia,2016A000259,Home consumption,Turkey,Birds,Birds,37,thousands,3,v60775,11.2.2.1,1,,,,0
2003,British Columbia,2016A000259,Home consumption,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60803,11.2.2.2,10,,,,0
2003,British Columbia,2016A000259,Home consumption,Turkey,Value (dollars),Dollars,81,thousands,3,v60831,11.2.2.3,17,,,,0
2003,British Columbia,2016A000259,Sold,Total poultry,Birds,Birds,37,thousands,3,v29434475,11.3.3.1,104453,,,,0
2003,British Columbia,2016A000259,Sold,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434476,11.3.3.2,165952,,,,0
2003,British Columbia,2016A000259,Sold,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434477,11.3.3.3,273039,,,,0
2003,British Columbia,2016A000259,Sold,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v60593,11.3.1.1,102337,,,,0
2003,British Columbia,2016A000259,Sold,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v60624,11.3.1.2,150214,,,,0
2003,British Columbia,2016A000259,Sold,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v60655,11.3.1.3,246018,,,,0
2003,British Columbia,2016A000259,Sold,Turkey,Birds,Birds,37,thousands,3,v60776,11.3.2.1,2116,,,,0
2003,British Columbia,2016A000259,Sold,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v60804,11.3.2.2,15737,,,,0
2003,British Columbia,2016A000259,Sold,Turkey,Value (dollars),Dollars,81,thousands,3,v60832,11.3.2.3,27021,,,,0
2003,British Columbia,2016A000259,Disposition,Total poultry,Birds,Birds,37,thousands,3,v29434466,11.4.3.1,104500,,,,0
2003,British Columbia,2016A000259,Disposition,Total poultry,Weight (kilograms),Kilograms,192,thousands,3,v29434467,11.4.3.2,166069,,,,0
2003,British Columbia,2016A000259,Disposition,Total poultry,Value (dollars),Dollars,81,thousands,3,v29434468,11.4.3.3,273210,,,,0
2003,British Columbia,2016A000259,Disposition,Chicken (including stewing hen),Birds,Birds,37,thousands,3,v29434460,11.4.1.1,102382,,,,0
2003,British Columbia,2016A000259,Disposition,Chicken (including stewing hen),Weight (kilograms),Kilograms,192,thousands,3,v29434461,11.4.1.2,150322,,,,0
2003,British Columbia,2016A000259,Disposition,Chicken (including stewing hen),Value (dollars),Dollars,81,thousands,3,v29434462,11.4.1.3,246171,,,,0
2003,British Columbia,2016A000259,Disposition,Turkey,Birds,Birds,37,thousands,3,v29434463,11.4.2.1,2118,,,,0
2003,British Columbia,2016A000259,Disposition,Turkey,Weight (kilograms),Kilograms,192,thousands,3,v29434464,11.4.2.2,15747,,,,0
